feature_set,feature,family,min,max,mean,std,n_unique,is_constant,mutual_info,single_feature_auc
repaired,Bwd_Packet_Length_Max,cicflowmeter,0.0,3627.0,5.697152137756348,79.37950134277344,794,False,0.022514440881356013,0.7034490520979898
repaired,Bwd_Packet_Length_Min,cicflowmeter,0.0,1460.0,2.8685383796691895,6.083736896514893,176,False,0.020487307848829572,0.5776905303874338
repaired,Bwd_Packet_Length_Mean,cicflowmeter,0.0,1848.7894287109375,3.577296733856201,24.30332374572754,3881,False,0.023190081227725368,0.7033547942253398
repaired,Bwd_Packet_Length_Std,cicflowmeter,0.0,1166.2626953125,0.8495054244995117,23.45408058166504,3937,False,0.0074758231575470235,0.5970801856495126
repaired,Flow_Bytes_s,cicflowmeter,0.0,1734000000.0,5432285.5,13380114.0,442240,False,0.04335599753963715,0.7704526852738371
repaired,Flow_Packets_s,cicflowmeter,0.03571637347340584,4000000.0,852924.0,949536.75,440458,False,0.051129406205995376,0.7691811193802259
repaired,Flow_IAT_Mean,cicflowmeter,0.3333333432674408,51200016.0,505846.78125,1519691.25,441329,False,0.029451641980201226,0.766826964058344
repaired,Flow_IAT_Std,cicflowmeter,0.0,64659444.0,843518.375,2484850.0,447599,False,0.026608645717796642,0.7482009819458688
repaired,Flow_IAT_Max,cicflowmeter,1.0,117569200.0,2247553.25,6647751.0,430198,False,0.03225028449219247,0.7762043591899875
repaired,Flow_IAT_Min,cicflowmeter,0.0,51200016.0,501.7608337402344,106764.6484375,1698,False,0.010266127258080071,0.6814796134774065
repaired,Fwd_IAT_Total,cicflowmeter,0.0,119992888.0,5847989.0,17110422.0,422930,False,0.020968793240869754,0.6236446962602004
repaired,Fwd_IAT_Mean,cicflowmeter,0.0,51200016.0,679871.625,1969575.875,427483,False,0.017916497852844104,0.6076357462209698
repaired,Fwd_IAT_Std,cicflowmeter,0.0,67905824.0,935240.1875,2750029.75,434199,False,0.008811968115462143,0.6005498808455287
repaired,Fwd_IAT_Max,cicflowmeter,0.0,117616336.0,2245994.0,6647304.0,421786,False,0.021994490647088805,0.6168143770890613
repaired,Fwd_IAT_Min,cicflowmeter,0.0,51200016.0,492.228759765625,106819.40625,519,False,0.010470513989790264,0.5503627489132616
repaired,Bwd_IAT_Total,cicflowmeter,0.0,119941048.0,2187884.0,9812873.0,232989,False,0.014146340610558528,0.7095144298007884
repaired,Bwd_IAT_Mean,cicflowmeter,0.0,50186792.0,448943.375,2035259.5,235395,False,0.011876120513826027,0.7022320741958303
repaired,Bwd_IAT_Std,cicflowmeter,0.0,70974840.0,768787.5625,3519382.75,236871,False,0.005410608982799769,0.5893789952526192
repaired,Bwd_IAT_Max,cicflowmeter,0.0,117633432.0,1615630.625,7230163.0,232359,False,0.014568241197679188,0.7065889720837742
repaired,Bwd_IAT_Min,cicflowmeter,0.0,258.0,1.767724871635437,7.76615571975708,154,False,0.007276005547126263,0.6739325000609913
repaired,Fwd_PSH_Flags,cicflowmeter,0.0,1.0,0.0014236405258998275,0.03770429641008377,2,False,0.0066573015524801216,0.5822594197903384
repaired,Bwd_PSH_Flags,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.0,0.5
repaired,Fwd_URG_Flags,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.0,0.5
repaired,Bwd_URG_Flags,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.0,0.5
repaired,Fwd_Header_Length,cicflowmeter,0.0,148752.0,59.78539276123047,138.80709838867188,566,False,0.040198567844651145,0.6003812454376987
repaired,Bwd_Header_Length,cicflowmeter,0.0,256944.0,25.228572845458984,216.03128051757812,712,False,0.018387681456111804,0.6950706027760365
repaired,Fwd_Packets_s,cicflowmeter,0.009962762705981731,3000000.0,844776.25,956174.4375,435630,False,0.05065177245997954,0.7745932717271284
repaired,Bwd_Packets_s,cicflowmeter,0.0,2000000.0,8147.7900390625,18733.5703125,346030,False,0.02788677548910823,0.562392658545398
repaired,Min_Packet_Length,cicflowmeter,0.0,1017.0,6.406470775604248,12.88808536529541,82,False,0.0462139687284675,0.5453987125729518
repaired,Max_Packet_Length,cicflowmeter,0.0,3627.0,9.684443473815918,84.03997039794922,1200,False,0.039372160933204614,0.7605202912766986
repaired,Packet_Length_Mean,cicflowmeter,0.0,1721.142822265625,6.9871296882629395,20.107208251953125,5088,False,0.052098799777740123,0.7467280425162379
repaired,Packet_Length_Std,cicflowmeter,0.0,1200.5487060546875,0.8963785767555237,21.592363357543945,5085,False,0.0300679732543625,0.8356096060935798
repaired,Packet_Length_Variance,cicflowmeter,0.0,1441317.25,467.0337829589844,15298.513671875,5085,False,0.030060230750538097,0.8356096060935798
repaired,FIN_Flag_Count,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.0,0.5
repaired,SYN_Flag_Count,cicflowmeter,0.0,1.0,0.00022251346672419459,0.0149152260273695,2,False,0.0,0.5022039694352674
repaired,RST_Flag_Count,cicflowmeter,0.0,1.0,0.0014236405258998275,0.03770429641008377,2,False,0.006292037762801739,0.5822594197903384
repaired,PSH_Flag_Count,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.00014444796326029685,0.5
repaired,ACK_Flag_Count,cicflowmeter,0.0,1.0,0.9917344450950623,0.09053873270750046,2,False,0.08127519454699783,0.8937879145558865
repaired,URG_Flag_Count,cicflowmeter,0.0,1.0,0.004702581092715263,0.06841393560171127,2,False,0.018251121846909135,0.7319501792610926
repaired,CWE_Flag_Count,cicflowmeter,0.0,1.0,0.002435394562780857,0.04928959161043167,2,False,0.008367637864420407,0.6134356225348432
repaired,ECE_Flag_Count,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.00016234777160839542,0.5
repaired,Down_Up_Ratio,cicflowmeter,0.0,15.0,0.3532413840293884,0.4875362515449524,14,False,0.02175229595686956,0.6471635980699767
repaired,Average_Packet_Size,cicflowmeter,0.0,2007.5,9.399211883544922,25.19088363647461,5129,False,0.04780592767520042,0.7586009285617558
repaired,Avg_Fwd_Segment_Size,cicflowmeter,0.0,2033.0,6.670101165771484,15.397396087646484,3658,False,0.051597901591757256,0.7393111599187332
repaired,Avg_Bwd_Segment_Size,cicflowmeter,0.0,1848.7894287109375,3.577296733856201,24.30332374572754,3881,False,0.022939606549310376,0.7033547942253398
repaired,Fwd_Header_Length_2,cicflowmeter,0.0,148752.0,59.78539276123047,138.80709838867188,566,False,0.04035360546869793,0.6003812454376987
repaired,Fwd_Avg_Bytes_Bulk,cicflowmeter,0.0,0.0,0.0,0.0,1,True,7.118354286139716e-05,0.5
repaired,Fwd_Avg_Packets_Bulk,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.00017892718527856566,0.5
repaired,Fwd_Avg_Bulk_Rate,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.0,0.5
repaired,Bwd_Avg_Bytes_Bulk,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.0,0.5
repaired,Bwd_Avg_Packets_Bulk,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.0,0.5
repaired,Bwd_Avg_Bulk_Rate,cicflowmeter,0.0,0.0,0.0,0.0,1,True,0.00027052378188341386,0.5
repaired,Subflow_Fwd_Packets,cicflowmeter,1.0,15614.0,2.9771928787231445,11.685327529907227,249,False,0.04138473499961126,0.5408550438091888
repaired,Subflow_Fwd_Bytes,cicflowmeter,0.0,208524.0,26.11788558959961,386.33502197265625,2744,False,0.04197911413656241,0.6857029800775094
repaired,Subflow_Bwd_Packets,cicflowmeter,0.0,8029.0,1.2299801111221313,7.933715343475342,336,False,0.011313540269191624,0.6719404520665402
repaired,Subflow_Bwd_Bytes,cicflowmeter,0.0,12892434.0,75.93939971923828,12329.5849609375,3207,False,0.023523575583612732,0.6988798186100829
repaired,Init_Win_bytes_forward,cicflowmeter,-1.0,65535.0,5835.1318359375,1133.1112060546875,1299,False,0.09722465328780427,0.697095313935639
repaired,Init_Win_bytes_backward,cicflowmeter,-1.0,65535.0,24.467491149902344,961.10791015625,1019,False,0.018605401334749194,0.5801948955747904
repaired,act_data_pkt_fwd,cicflowmeter,0.0,3888.0,1.9336516857147217,4.129005432128906,203,False,0.033598540645970676,0.5356721796507412
