t,cpu_percent,rss_gb,threads
1789978543.4055827,112.5,0.1739501953125,44
1789978543.6616576,99.9,0.17388534545898438,44
1789978543.9194412,106.2,0.17394256591796875,44
1789978544.213855,84.2,0.17396163940429688,44
1789978544.4809911,106.1,0.17385482788085938,44
1789978544.7363155,117.5,0.17393112182617188,44
1789978544.9985342,112.5,0.17396926879882812,44
1789978545.2546055,94.0,0.17397308349609375,44
1789978545.5135803,112.5,0.173858642578125,44
1789978545.7703924,88.4,0.17393112182617188,44
1789978546.0353553,99.9,0.17397689819335938,44
1789978546.291558,118.8,0.173980712890625,44
1789978546.5470078,112.5,0.17390823364257812,44
1789978546.8091085,94.0,0.17395782470703125,44
1789978547.066421,100.2,0.17398452758789062,44
1789978547.3231313,100.0,0.17398834228515625,43
1789978547.5782604,93.8,0.17386245727539062,43
1789978547.83476,94.0,0.17392349243164062,43
1789978548.0984526,94.3,0.17392730712890625,43
1789978548.353916,93.8,0.17392730712890625,43
1789978548.6104798,106.2,0.17388916015625,43
1789978548.865697,88.1,0.1739654541015625,43
1789978549.1212633,93.8,0.1739654541015625,43
1789978549.3786204,88.1,0.17396926879882812,43
1789978549.6351678,87.5,0.17391586303710938,43
1789978549.891905,100.0,0.17397308349609375,43
1789978550.1484551,88.4,0.17397689819335938,43
1789978550.4088554,94.0,0.173980712890625,43
1789978550.6656673,100.0,0.1739349365234375,43
1789978550.922762,106.2,0.17399215698242188,43
1789978551.1799424,82.2,0.17399215698242188,43
1789978551.4362006,100.0,0.1739959716796875,43
1789978551.6943436,94.3,0.17397689819335938,43
1789978551.9497654,93.8,0.17399978637695312,43
1789978552.208718,99.9,0.17400360107421875,43
1789978552.470006,93.8,0.17400360107421875,43
1789978552.7307923,88.4,0.17399215698242188,43
1789978552.9873245,99.9,0.17399215698242188,43
1789978553.2434614,93.8,0.17401123046875,43
1789978553.5008833,106.2,0.17401504516601562,43
1789978553.7578602,88.1,0.17401504516601562,43
1789978554.013542,100.0,0.17401885986328125,43
1789978554.2697878,94.3,0.17402267456054688,43
1789978554.5261917,81.2,0.17391204833984375,43
1789978554.782606,106.2,0.17401123046875,43
1789978555.0396018,94.0,0.17403030395507812,43
1789978555.2961724,100.0,0.17403030395507812,43
1789978555.5543644,88.1,0.17403030395507812,43
1789978555.8195293,100.2,0.17411422729492188,43
1789978556.0754433,93.8,0.1741180419921875,43
1789978556.3323426,94.0,0.17412185668945312,43
1789978556.5891404,93.8,0.17399215698242188,43
1789978556.8460073,100.2,0.17404556274414062,43
1789978557.1107416,100.0,0.17404556274414062,43
1789978557.3663902,94.0,0.1740570068359375,43
1789978557.6226852,93.8,0.17399978637695312,43
1789978557.878929,94.0,0.17406463623046875,43
1789978558.1345801,87.5,0.17406463623046875,43
1789978558.3906155,106.2,0.17406845092773438,43
1789978558.6509204,82.5,0.17402267456054688,43
1789978558.9067957,93.8,0.17407608032226562,43
1789978559.1625965,82.2,0.17407608032226562,43
1789978559.4179885,93.8,0.17407989501953125,43
1789978559.6760058,99.9,0.17404937744140625,43
1789978559.9325235,106.2,0.17408370971679688,43
1789978560.1940227,82.5,0.1740875244140625,43
1789978560.4488618,93.8,0.17409133911132812,43
1789978560.706325,99.9,0.17405319213867188,43
1789978560.9632819,93.8,0.17409515380859375,43
1789978561.2194934,106.2,0.17409896850585938,43
1789978561.477013,94.3,0.17409896850585938,43
1789978561.733343,87.5,0.17405319213867188,43
1789978561.990113,82.2,0.17410659790039062,43
1789978562.2461035,93.8,0.17410659790039062,43
1789978562.503116,94.0,0.17411041259765625,43
1789978562.7601361,100.0,0.1742401123046875,43
1789978563.0168884,100.0,0.174285888671875,43
1789978563.3212166,80.1,0.17428970336914062,43
1789978563.5771863,93.8,0.17429351806640625,43
1789978563.833373,94.0,0.1741485595703125,43
1789978564.089077,93.8,0.17415618896484375,43
1789978564.3448408,100.0,0.17415618896484375,43
1789978564.6005938,88.4,0.17416000366210938,43
1789978564.8565543,100.0,0.17415618896484375,43
1789978565.113358,99.9,0.174163818359375,43
